id;nombre;tipo;stock;precio;requiere_receta
10142;Naproxeno 958 mg Loción Frasco 100 mL;Antibiotico;146;49.22;SI
10143;Paracetamol 686 mg Aerosol Blíster x30;Analgesico;234;78.39;SI
10144;Hidrocortisona 338 mg Champú Tubo 60 g;Analgesico;223;43.50;NO
10145;Complejo B 16 mg/mL Loción Frasco 120 mL;Antiinflamatorio;19;88.84;NO
10146;Dexametasona 107 mg Suspensión Frasco 60 mL;Antigripal;131;67.15;NO
10147;Amlodipino 3 mg/mL Aerosol Frasco 100 mL;Vitaminas;106;23.07;SI
10148;Capsaicina 238 mg Gotas Frasco 120 mL;Antiinflamatorio;235;60.13;SI
10149;Acetilcisteína 10 mg/mL Gotas Tubo 15 g;Antihistaminico;137;85.85;NO
10150;Clindamicina 17 mg/mL Gel Frasco 120 mL;Dermocosmetica;209;20.15;NO
10151;Losartán 999 mg Inyectable Frasco 60 mL;Antihistaminico;129;67.38;NO
10152;Zinc 268 mg Gel Frasco 120 mL;Antiacido;78;84.13;SI
10153;Fluconazol 481 mg Cápsula Blíster x10;Antiinflamatorio;106;25.95;NO
10154;Salbutamol 464 mg Cápsula Frasco 100 mL;Antibiotico;18;67.27;NO
10155;Omeprazol 344 mg Gel Blíster x20;Antiinflamatorio;89;47.39;NO
10156;Clotrimazol 663 mg Solución Blíster x10;Antihistaminico;198;75.47;SI
10157;Clindamicina 290 mg Gotas Blíster x20;Antibiotico;60;27.32;SI
10158;Hierro 452 mg Gel Frasco 60 mL;Antimicotico;237;41.14;NO
10159;Hierro 18 mg/mL Gel Frasco 100 mL;Vitaminas;95;60.82;NO
10160;Capsaicina 974 mg Crema Blíster x10;Vitaminas;248;99.29;SI
10161;Zinc 97 mg Tableta Frasco 120 mL;Antihistaminico;86;26.20;SI
10162;Paracetamol 298 mg Suspensión Frasco 60 mL;Broncodilatador;12;66.06;SI
10163;Ambroxol 709 mg Inyectable Tubo 15 g;Dermocosmetica;109;28.46;NO
10164;Atorvastatina 729 mg Inyectable Tubo 30 g;Broncodilatador;52;36.79;SI
10165;Paracetamol 17 mg/mL Tableta Blíster x20;Antihistaminico;152;54.20;SI
10166;Salbutamol 769 mg Inyectable Blíster x30;Antihistaminico;73;20.01;SI
10167;Ibuprofeno 180 mg Gotas Frasco 120 mL;Antiinflamatorio;165;27.01;SI
10168;Complejo B 489 mg Tableta Blíster x30;Antigripal;63;97.68;SI
10169;Amlodipino 209 mg Suspensión Frasco 120 mL;Antimicotico;172;71.03;NO
10170;Ranitidina 342 mg Champú Blíster x10;Antimicotico;217;50.07;SI
10171;Clindamicina 574 mg Gotas Blíster x30;Vitaminas;248;49.97;NO
10172;Dexametasona 659 mg Suspensión Frasco 60 mL;Analgesico;27;86.00;NO
10173;Complejo B 175 mg Solución Tubo 30 g;Dermocosmetica;14;49.27;NO
10174;Azitromicina 671 mg Ungüento Tubo 30 g;Antigripal;202;36.85;NO
10175;Complejo B 760 mg Solución Tubo 30 g;Dermocosmetica;126;92.45;NO
10176;Naproxeno 6 mg/mL Ungüento Tubo 15 g;Vitaminas;7;70.09;SI
10177;Salbutamol 476 mg Gel Tubo 15 g;Antiinflamatorio;171;52.42;NO
10178;Diclofenaco 941 mg Tableta Frasco 100 mL;Antigripal;54;49.28;SI
10179;Paracetamol 853 mg Aerosol Blíster x10;Broncodilatador;137;47.31;SI
10180;Amoxicilina 15 mg/mL Solución Frasco 100 mL;Antigripal;141;9.74;NO
10181;Paracetamol 845 mg Inyectable Frasco 60 mL;Antiacido;179;84.88;NO
10182;Naproxeno 895 mg Suspensión Tubo 15 g;Antihistaminico;102;13.83;NO
10183;Ketoconazol 139 mg Suspensión Tubo 30 g;Antihistaminico;31;66.93;SI
10184;Amlodipino 502 mg Aerosol Frasco 60 mL;Dermocosmetica;115;80.67;SI
10185;Ambroxol 807 mg Jarabe Blíster x20;Dermocosmetica;141;6.01;NO
10186;Hidrocortisona 781 mg Solución Blíster x20;Antihistaminico;100;16.27;NO
10187;Ranitidina 840 mg Gel Tubo 30 g;Vitaminas;106;17.77;NO
10188;Zinc 520 mg Loción Blíster x30;Antimicotico;250;72.97;SI
10189;Fluconazol 234 mg Champú Tubo 15 g;Antigripal;148;69.26;NO
10190;Acetilcisteína 782 mg Suspensión Frasco 60 mL;Antihistaminico;248;95.30;NO
10191;Naproxeno 461 mg Aerosol Frasco 120 mL;Antiacido;25;53.03;NO
10192;Ketoconazol 765 mg Inyectable Blíster x20;Dermocosmetica;12;66.03;NO
10193;Paracetamol 632 mg Jarabe Frasco 60 mL;Dermocosmetica;218;10.08;SI
10194;Hierro 403 mg Aerosol Frasco 100 mL;Antiinflamatorio;202;78.42;NO
10195;Fluconazol 9 mg/mL Champú Frasco 60 mL;Antibiotico;39;13.78;NO
10196;Atorvastatina 15 mg/mL Champú Frasco 120 mL;Antigripal;117;81.99;NO
10197;Salbutamol 505 mg Gel Blíster x10;Vitaminas;67;8.71;SI
10198;Ranitidina 512 mg Cápsula Tubo 15 g;Antimicotico;124;50.01;SI
10199;Fluconazol 801 mg Aerosol Blíster x10;Broncodilatador;0;54.50;SI
10200;Ambroxol 525 mg Suspensión Frasco 120 mL;Analgesico;104;95.55;SI
10201;Fluconazol 584 mg Gotas Frasco 100 mL;Antigripal;85;3.81;SI
10202;Vitamina C 916 mg Gotas Blíster x20;Vitaminas;112;31.69;NO
10203;Amlodipino 39 mg Ungüento Blíster x10;Antiinflamatorio;13;8.95;SI
10204;Omeprazol 363 mg Champú Tubo 60 g;Antigripal;77;4.12;NO
10205;Hidrocortisona 17 mg/mL Gotas Blíster x30;Antiinflamatorio;220;87.62;NO
10206;Omeprazol 684 mg Solución Tubo 30 g;Antiinflamatorio;97;41.15;NO
10207;Ranitidina 20 mg/mL Champú Tubo 30 g;Broncodilatador;188;27.63;NO
10208;Metformina 756 mg Gotas Frasco 120 mL;Dermocosmetica;250;17.84;NO
10209;Naproxeno 4 mg/mL Inyectable Blíster x10;Antibiotico;71;63.60;SI
10210;Fluconazol 323 mg Champú Blíster x10;Antihistaminico;226;83.88;NO
10211;Amoxicilina 272 mg Gotas Blíster x10;Antimicotico;182;7.46;SI
10212;Amoxicilina 4 mg/mL Tableta Tubo 60 g;Antimicotico;45;47.51;NO
10213;Amlodipino 11 mg/mL Crema Blíster x20;Antimicotico;197;16.30;SI
10214;Ranitidina 877 mg Gel Frasco 120 mL;Vitaminas;161;56.80;NO
10215;Ibuprofeno 352 mg Cápsula Frasco 120 mL;Antimicotico;16;60.89;SI
10216;Losartán 915 mg Cápsula Tubo 15 g;Vitaminas;164;57.41;NO
10217;Ketoconazol 480 mg Aerosol Blíster x10;Antibiotico;245;31.78;SI
10218;Naproxeno 16 mg/mL Ungüento Tubo 30 g;Antimicotico;15;20.36;NO
10219;Hidrocortisona 354 mg Ungüento Tubo 30 g;Dermocosmetica;73;97.21;NO
10220;Omeprazol 235 mg Aerosol Frasco 120 mL;Broncodilatador;245;62.26;SI
10221;Diclofenaco 780 mg Solución Frasco 120 mL;Antigripal;242;25.79;SI
10222;Loratadina 174 mg Tableta Tubo 30 g;Antiacido;115;16.17;NO
10223;Vitamina C 193 mg Jarabe Blíster x20;Antiacido;157;43.97;SI
10224;Ibuprofeno 287 mg Solución Frasco 100 mL;Antibiotico;27;94.23;SI
10225;Salbutamol 694 mg Loción Blíster x20;Vitaminas;79;82.92;NO
10226;Fluconazol 727 mg Jarabe Blíster x20;Antiacido;199;10.80;SI
10227;Diclofenaco 7 mg/mL Aerosol Blíster x10;Broncodilatador;222;89.04;NO
10228;Amlodipino 159 mg Champú Blíster x10;Antigripal;60;3.71;SI
10229;Diclofenaco 69 mg Suspensión Tubo 60 g;Broncodilatador;139;6.70;SI
10230;Losartán 11 mg/mL Champú Frasco 60 mL;Vitaminas;34;22.15;SI
10231;Cefalexina 440 mg Solución Tubo 15 g;Broncodilatador;40;97.21;NO
10232;Complejo B 939 mg Aerosol Blíster x10;Vitaminas;38;17.30;NO
10233;Naproxeno 691 mg Tableta Tubo 30 g;Antigripal;4;7.07;NO
10234;Losartán 977 mg Champú Blíster x30;Antibiotico;59;63.66;SI
10235;Hidrocortisona 457 mg Champú Blíster x20;Antigripal;59;94.90;NO
10236;Hidrocortisona 615 mg Champú Frasco 100 mL;Antiacido;150;54.46;SI
10237;Omeprazol 17 mg/mL Champú Tubo 60 g;Antihistaminico;23;5.26;NO
10238;Dexametasona 5 mg/mL Champú Blíster x30;Analgesico;101;17.90;NO
10239;Naproxeno 588 mg Inyectable Tubo 15 g;Broncodilatador;157;87.15;NO
10240;Diclofenaco 284 mg Cápsula Blíster x30;Dermocosmetica;163;7.52;NO
10241;Amlodipino 13 mg/mL Gotas Blíster x20;Dermocosmetica;76;48.01;NO
10242;Paracetamol 388 mg Loción Frasco 100 mL;Antihistaminico;115;82.41;SI
10243;Losartán 140 mg Inyectable Blíster x30;Broncodilatador;71;93.89;NO
10244;Amlodipino 899 mg Loción Tubo 60 g;Broncodilatador;85;29.07;SI
10245;Zinc 935 mg Champú Frasco 60 mL;Broncodilatador;128;98.39;NO
10246;Fluconazol 573 mg Inyectable Tubo 30 g;Analgesico;103;3.52;SI
10247;Omeprazol 982 mg Inyectable Frasco 100 mL;Vitaminas;82;8.98;NO
10248;Atorvastatina 6 mg/mL Crema Blíster x20;Vitaminas;194;5.09;NO
10249;Fluconazol 669 mg Gel Tubo 15 g;Dermocosmetica;246;76.17;SI
10250;Atorvastatina 159 mg Crema Blíster x20;Antimicotico;198;83.40;SI
10251;Acetilcisteína 271 mg Cápsula Tubo 15 g;Analgesico;15;12.08;SI
10252;Azitromicina 306 mg Crema Blíster x10;Antiacido;127;27.69;SI
10253;Ibuprofeno 753 mg Jarabe Blíster x30;Antiinflamatorio;233;53.21;SI
10254;Losartán 655 mg Loción Frasco 100 mL;Antigripal;22;23.14;SI
10255;Amoxicilina 169 mg Suspensión Tubo 60 g;Antibiotico;155;53.52;SI
10256;Ambroxol 937 mg Loción Tubo 60 g;Antigripal;110;90.64;NO
10257;Paracetamol 98 mg Jarabe Frasco 100 mL;Antiacido;129;57.40;SI
10258;Zinc 627 mg Tableta Blíster x30;Broncodilatador;54;18.55;NO
10259;Amoxicilina 1 mg/mL Champú Frasco 100 mL;Analgesico;56;28.85;NO
10260;Fluconazol 520 mg Gel Blíster x20;Broncodilatador;199;24.49;NO
10261;Atorvastatina 862 mg Tableta Tubo 15 g;Antigripal;96;56.95;NO
10262;Naproxeno 83 mg Suspensión Blíster x10;Antihistaminico;9;55.77;SI
10263;Azitromicina 413 mg Champú Blíster x30;Antigripal;120;83.46;SI
10264;Omeprazol 324 mg Crema Blíster x30;Antimicotico;55;77.12;SI
10265;Ibuprofeno 167 mg Gel Tubo 30 g;Dermocosmetica;205;45.98;SI
10266;Paracetamol 736 mg Gel Blíster x30;Antimicotico;59;32.58;NO
10267;Vitamina C 745 mg Ungüento Tubo 60 g;Antihistaminico;222;69.38;NO
10268;Salbutamol 751 mg Suspensión Blíster x20;Broncodilatador;224;34.86;SI
10269;Clindamicina 828 mg Cápsula Frasco 60 mL;Vitaminas;124;38.13;NO
10270;Capsaicina 64 mg Ungüento Tubo 60 g;Vitaminas;246;73.86;NO
10271;Losartán 268 mg Aerosol Tubo 60 g;Broncodilatador;35;7.52;NO
10272;Hidrocortisona 471 mg Cápsula Tubo 60 g;Antibiotico;28;36.57;NO
10273;Clotrimazol 369 mg Inyectable Blíster x30;Antiinflamatorio;31;18.48;NO
10274;Ambroxol 640 mg Solución Frasco 60 mL;Antihistaminico;48;12.72;NO
10275;Capsaicina 8 mg/mL Gel Blíster x30;Dermocosmetica;26;32.47;SI
10276;Complejo B 6 mg/mL Gel Blíster x10;Antiacido;37;74.48;NO
10277;Clotrimazol 287 mg Gel Frasco 60 mL;Antiinflamatorio;48;6.90;SI
10278;Losartán 676 mg Gotas Blíster x20;Dermocosmetica;151;48.92;NO
10279;Metformina 606 mg Ungüento Blíster x30;Antibiotico;198;55.09;SI
10280;Paracetamol 53 mg Tableta Frasco 100 mL;Analgesico;56;65.92;SI
10281;Vitamina C 43 mg Inyectable Frasco 100 mL;Antiinflamatorio;43;47.37;SI
10282;Ambroxol 564 mg Gel Blíster x10;Analgesico;54;94.11;NO
10283;Clotrimazol 533 mg Gotas Tubo 30 g;Antiacido;65;94.80;NO
10284;Ranitidina 28 mg Champú Blíster x10;Antiacido;192;84.76;SI
10285;Ketoconazol 95 mg Gotas Blíster x30;Antiacido;141;39.25;SI
10286;Dexametasona 372 mg Loción Frasco 60 mL;Dermocosmetica;164;72.19;SI
10287;Zinc 163 mg Loción Frasco 100 mL;Vitaminas;193;11.44;NO
10288;Loratadina 393 mg Solución Tubo 60 g;Vitaminas;112;71.56;NO
10289;Losartán 659 mg Inyectable Frasco 100 mL;Vitaminas;223;86.44;SI
10290;Fluconazol 335 mg Loción Frasco 60 mL;Antiinflamatorio;85;92.91;NO
10291;Azitromicina 940 mg Inyectable Frasco 120 mL;Dermocosmetica;144;58.91;SI
10292;Acetilcisteína 16 mg/mL Cápsula Blíster x20;Antiacido;86;23.00;NO
10293;Zinc 20 mg/mL Champú Tubo 60 g;Antiinflamatorio;33;36.19;SI
10294;Vitamina C 167 mg Champú Tubo 30 g;Antibiotico;125;86.38;NO
10295;Cefalexina 322 mg Tableta Tubo 30 g;Antibiotico;14;61.74;SI
10296;Clindamicina 297 mg Solución Tubo 60 g;Antimicotico;216;30.43;NO
10297;Paracetamol 18 mg/mL Tableta Tubo 15 g;Broncodilatador;121;24.47;NO
10298;Fluconazol 499 mg Inyectable Frasco 100 mL;Broncodilatador;190;29.72;NO
10299;Clindamicina 14 mg/mL Gotas Tubo 15 g;Broncodilatador;225;25.27;SI
10300;Salbutamol 828 mg Aerosol Frasco 100 mL;Antiacido;227;34.06;NO
10301;Atorvastatina 467 mg Gel Blíster x30;Antigripal;247;60.84;SI
10302;Atorvastatina 143 mg Aerosol Frasco 120 mL;Antiacido;97;66.53;NO
10303;Vitamina C 555 mg Gel Tubo 30 g;Antiinflamatorio;114;27.10;SI
10304;Cefalexina 659 mg Inyectable Tubo 60 g;Vitaminas;191;13.09;SI
10305;Ranitidina 10 mg/mL Solución Blíster x10;Antihistaminico;51;45.57;SI
10306;Zinc 367 mg Inyectable Tubo 15 g;Broncodilatador;200;93.59;SI
10307;Paracetamol 261 mg Loción Frasco 60 mL;Analgesico;33;67.33;NO
10308;Zinc 578 mg Tableta Frasco 60 mL;Antihistaminico;52;21.22;NO
10309;Capsaicina 34 mg Gel Blíster x30;Analgesico;103;45.12;SI
10310;Loratadina 19 mg/mL Gotas Frasco 100 mL;Dermocosmetica;151;72.40;SI
10311;Hierro 102 mg Jarabe Blíster x20;Antigripal;203;50.05;SI
10312;Metformina 131 mg Tableta Frasco 60 mL;Analgesico;48;70.08;NO
10313;Omeprazol 982 mg Champú Frasco 120 mL;Broncodilatador;168;4.93;NO
10314;Ranitidina 127 mg Loción Frasco 60 mL;Broncodilatador;154;9.64;SI
10315;Ranitidina 56 mg Inyectable Frasco 120 mL;Analgesico;184;67.29;SI
10316;Ibuprofeno 15 mg/mL Jarabe Blíster x10;Antimicotico;112;77.96;SI
10317;Metformina 4 mg/mL Gel Blíster x10;Antihistaminico;196;71.63;NO
10318;Azitromicina 223 mg Cápsula Blíster x10;Antiinflamatorio;169;76.10;NO
10319;Cefalexina 653 mg Crema Frasco 100 mL;Broncodilatador;22;20.87;NO
10320;Salbutamol 272 mg Cápsula Frasco 100 mL;Vitaminas;91;6.12;NO
10321;Atorvastatina 885 mg Champú Frasco 60 mL;Antibiotico;175;93.58;NO
10322;Ketoconazol 584 mg Jarabe Tubo 60 g;Antihistaminico;2;84.98;SI
10323;Capsaicina 330 mg Aerosol Blíster x30;Antihistaminico;41;67.67;NO
10324;Amoxicilina 1 mg/mL Tableta Tubo 15 g;Antiacido;46;31.53;SI
10325;Amoxicilina 78 mg Champú Tubo 30 g;Antiinflamatorio;29;40.54;SI
10326;Complejo B 1 mg/mL Champú Blíster x10;Antihistaminico;187;20.18;SI
10327;Salbutamol 914 mg Gotas Tubo 30 g;Vitaminas;45;28.75;SI
10328;Atorvastatina 10 mg/mL Cápsula Blíster x10;Antiinflamatorio;161;59.08;SI
10329;Amlodipino 446 mg Gotas Blíster x10;Antimicotico;17;27.51;SI
10330;Losartán 705 mg Aerosol Frasco 120 mL;Vitaminas;17;4.92;NO
10331;Atorvastatina 12 mg/mL Suspensión Tubo 15 g;Antibiotico;214;65.41;NO
10332;Dexametasona 851 mg Ungüento Blíster x20;Antimicotico;99;28.48;SI
10333;Amoxicilina 430 mg Cápsula Tubo 15 g;Antimicotico;152;34.93;SI
10334;Vitamina C 883 mg Cápsula Tubo 60 g;Antigripal;214;15.04;NO
10335;Acetilcisteína 757 mg Inyectable Tubo 15 g;Antibiotico;182;19.87;SI
10336;Zinc 108 mg Gotas Frasco 100 mL;Antiinflamatorio;60;42.47;NO
10337;Zinc 801 mg Suspensión Blíster x20;Broncodilatador;133;80.09;SI
10338;Amlodipino 20 mg/mL Gotas Tubo 30 g;Antibiotico;153;17.85;NO
10339;Naproxeno 874 mg Inyectable Frasco 60 mL;Antiinflamatorio;182;49.15;NO
10340;Dexametasona 1 mg/mL Loción Frasco 100 mL;Analgesico;130;7.99;NO
10341;Capsaicina 382 mg Cápsula Tubo 15 g;Analgesico;188;61.05;SI
10342;Amlodipino 376 mg Gel Tubo 60 g;Analgesico;166;28.07;SI
10343;Loratadina 374 mg Solución Blíster x20;Antihistaminico;26;91.04;NO
10344;Hidrocortisona 746 mg Solución Frasco 120 mL;Antigripal;217;11.69;SI
10345;Ketoconazol 2 mg/mL Crema Blíster x10;Vitaminas;176;78.56;NO
10346;Ranitidina 564 mg Solución Tubo 15 g;Antiinflamatorio;142;45.41;SI
10347;Ibuprofeno 255 mg Ungüento Tubo 30 g;Analgesico;100;10.31;NO
10348;Hierro 18 mg/mL Gel Tubo 60 g;Vitaminas;121;77.30;SI
10349;Vitamina C 609 mg Suspensión Tubo 30 g;Antibiotico;218;21.28;NO
10350;Zinc 11 mg/mL Champú Blíster x20;Broncodilatador;134;82.12;SI
10351;Capsaicina 568 mg Tableta Blíster x10;Antiacido;117;43.39;NO
10352;Complejo B 6 mg/mL Inyectable Tubo 30 g;Antiinflamatorio;42;23.79;NO
10353;Fluconazol 955 mg Tableta Tubo 30 g;Antigripal;53;59.40;SI
10354;Cefalexina 963 mg Crema Tubo 30 g;Dermocosmetica;236;22.67;NO
10355;Losartán 531 mg Suspensión Frasco 100 mL;Dermocosmetica;74;20.54;SI
10356;Ibuprofeno 227 mg Gotas Blíster x20;Antihistaminico;163;41.57;NO
10357;Complejo B 262 mg Loción Tubo 60 g;Antihistaminico;179;46.51;NO
10358;Ambroxol 249 mg Tableta Frasco 60 mL;Antiacido;1;35.26;SI
10359;Losartán 626 mg Solución Tubo 60 g;Dermocosmetica;238;96.11;SI
10360;Metformina 681 mg Inyectable Tubo 15 g;Vitaminas;42;40.01;SI
10361;Paracetamol 798 mg Suspensión Tubo 15 g;Vitaminas;139;37.18;SI
10362;Omeprazol 868 mg Ungüento Frasco 100 mL;Antibiotico;200;87.53;NO
10363;Diclofenaco 166 mg Inyectable Tubo 15 g;Antiacido;186;76.59;SI
10364;Vitamina C 20 mg/mL Jarabe Blíster x10;Antihistaminico;209;85.89;NO
10365;Atorvastatina 270 mg Gotas Frasco 120 mL;Antigripal;242;7.21;NO
10366;Fluconazol 798 mg Inyectable Blíster x30;Antimicotico;146;6.21;SI
10367;Ambroxol 11 mg Gel Frasco 100 mL;Broncodilatador;164;12.02;SI
10368;Paracetamol 612 mg Gotas Frasco 60 mL;Antigripal;93;49.67;SI
10369;Losartán 896 mg Cápsula Tubo 30 g;Analgesico;233;63.62;NO
10370;Amlodipino 525 mg Inyectable Frasco 100 mL;Antiacido;158;88.00;NO
10371;Clotrimazol 92 mg Inyectable Tubo 60 g;Vitaminas;177;6.43;NO
10372;Acetilcisteína 12 mg/mL Suspensión Tubo 30 g;Antibiotico;73;93.55;NO
10373;Omeprazol 624 mg Champú Blíster x20;Antiinflamatorio;242;62.32;NO
10374;Atorvastatina 8 mg/mL Loción Tubo 30 g;Broncodilatador;124;23.31;SI
10375;Fluconazol 6 mg/mL Solución Blíster x20;Antiinflamatorio;29;14.23;SI
10376;Hierro 464 mg Tableta Blíster x30;Dermocosmetica;29;21.03;NO
10377;Ibuprofeno 13 mg/mL Aerosol Frasco 100 mL;Antimicotico;144;43.02;NO
10378;Atorvastatina 650 mg Inyectable Blíster x20;Antihistaminico;158;21.79;NO
10379;Hidrocortisona 310 mg Gel Blíster x20;Antiacido;95;29.38;NO
10380;Omeprazol 103 mg Champú Frasco 120 mL;Broncodilatador;83;70.86;NO
10381;Zinc 557 mg Champú Frasco 100 mL;Analgesico;130;61.80;NO
10382;Amoxicilina 844 mg Gel Frasco 120 mL;Antiinflamatorio;29;68.33;NO
10383;Fluconazol 619 mg Crema Frasco 60 mL;Antiinflamatorio;216;25.42;SI
10384;Metformina 15 mg/mL Cápsula Tubo 15 g;Broncodilatador;208;90.82;NO
10385;Diclofenaco 3 mg/mL Loción Frasco 60 mL;Vitaminas;161;56.06;SI
10386;Cefalexina 343 mg Ungüento Frasco 100 mL;Dermocosmetica;148;72.59;SI
10387;Ranitidina 20 mg/mL Gel Blíster x10;Broncodilatador;189;89.56;SI
10388;Hierro 634 mg Solución Blíster x20;Antiinflamatorio;192;50.24;SI
10389;Cefalexina 988 mg Cápsula Blíster x20;Antiinflamatorio;184;80.74;NO
10390;Atorvastatina 229 mg Crema Tubo 60 g;Broncodilatador;33;74.86;NO
10391;Naproxeno 27 mg Inyectable Frasco 120 mL;Antibiotico;162;9.26;NO
10392;Clotrimazol 943 mg Loción Tubo 60 g;Antiacido;151;94.31;SI
10393;Paracetamol 304 mg Ungüento Blíster x10;Antibiotico;122;85.81;NO
10394;Hierro 231 mg Suspensión Blíster x20;Analgesico;97;28.58;SI
10395;Clotrimazol 10 mg/mL Champú Tubo 15 g;Antibiotico;243;98.65;SI
10396;Azitromicina 323 mg Champú Blíster x30;Antibiotico;125;53.01;NO
10397;Naproxeno 3 mg/mL Aerosol Frasco 100 mL;Antiinflamatorio;154;80.20;SI
10398;Atorvastatina 12 mg/mL Tableta Tubo 60 g;Antihistaminico;105;97.20;NO
10399;Naproxeno 695 mg Solución Blíster x20;Analgesico;115;15.04;NO
10400;Acetilcisteína 729 mg Tableta Tubo 30 g;Vitaminas;112;54.70;SI
10401;Amoxicilina 962 mg Solución Blíster x20;Antimicotico;30;11.73;SI
10402;Zinc 8 mg/mL Aerosol Tubo 15 g;Analgesico;145;10.99;NO
10403;Atorvastatina 182 mg Suspensión Blíster x10;Analgesico;98;72.94;SI
10404;Azitromicina 252 mg Solución Blíster x20;Antiacido;103;37.22;SI
10405;Capsaicina 13 mg/mL Gotas Tubo 30 g;Vitaminas;49;92.74;NO
10406;Metformina 804 mg Champú Tubo 15 g;Antimicotico;249;21.21;SI
10407;Clotrimazol 7 mg/mL Inyectable Frasco 60 mL;Antiacido;223;33.34;NO
10408;Acetilcisteína 21 mg Gotas Frasco 120 mL;Antigripal;49;18.77;NO
10409;Amoxicilina 856 mg Crema Frasco 120 mL;Dermocosmetica;221;66.00;NO
10410;Clindamicina 985 mg Solución Frasco 120 mL;Antigripal;44;21.10;SI
10411;Vitamina C 192 mg Crema Blíster x20;Antigripal;27;63.24;SI
10412;Ambroxol 433 mg Gel Blíster x30;Antiacido;67;86.53;SI
10413;Naproxeno 6 mg Champú Frasco 60 mL;Antihistaminico;118;94.68;SI
10414;Hidrocortisona 936 mg Loción Frasco 100 mL;Dermocosmetica;213;14.19;SI
10415;Hierro 89 mg Champú Frasco 120 mL;Broncodilatador;205;80.56;NO
10416;Capsaicina 15 mg/mL Champú Tubo 30 g;Antimicotico;95;87.46;SI
10417;Metformina 337 mg Gotas Frasco 100 mL;Antimicotico;35;41.40;SI
10418;Dexametasona 684 mg Cápsula Tubo 30 g;Antiinflamatorio;99;7.83;NO
10419;Omeprazol 845 mg Loción Tubo 15 g;Vitaminas;138;41.90;SI
10420;Cefalexina 317 mg Jarabe Blíster x10;Dermocosmetica;67;53.84;SI
10421;Clotrimazol 8 mg/mL Loción Tubo 15 g;Antibiotico;241;99.39;NO
10422;Omeprazol 173 mg Tableta Frasco 100 mL;Antihistaminico;246;22.25;SI
10423;Paracetamol 183 mg Inyectable Frasco 100 mL;Vitaminas;108;5.81;SI
10424;Fluconazol 838 mg Cápsula Frasco 100 mL;Antihistaminico;157;56.69;NO
10425;Hidrocortisona 860 mg Gotas Tubo 30 g;Antiacido;219;17.13;NO
10426;Hidrocortisona 7 mg/mL Solución Blíster x20;Dermocosmetica;195;99.91;NO
10427;Capsaicina 916 mg Suspensión Tubo 15 g;Vitaminas;27;95.60;SI
10428;Cefalexina 49 mg Crema Blíster x30;Antibiotico;146;79.47;NO
10429;Hidrocortisona 901 mg Gotas Tubo 60 g;Antihistaminico;94;17.34;SI
10430;Paracetamol 705 mg Ungüento Blíster x20;Antiacido;82;26.00;NO
10431;Amlodipino 12 mg/mL Inyectable Tubo 15 g;Antihistaminico;184;88.36;SI
10432;Amoxicilina 418 mg Cápsula Frasco 60 mL;Antihistaminico;242;23.61;NO
10433;Cefalexina 359 mg Solución Frasco 60 mL;Antigripal;78;27.49;NO
10434;Metformina 709 mg Suspensión Frasco 60 mL;Antigripal;136;10.13;NO
10435;Ranitidina 291 mg Gotas Tubo 60 g;Antiacido;72;48.45;NO
10436;Atorvastatina 129 mg Ungüento Blíster x30;Antihistaminico;195;15.86;SI
10437;Paracetamol 633 mg Solución Frasco 100 mL;Broncodilatador;162;57.29;NO
10438;Metformina 251 mg Tableta Blíster x20;Vitaminas;150;66.88;NO
10439;Ibuprofeno 3 mg/mL Crema Frasco 60 mL;Dermocosmetica;119;19.43;SI
10440;Naproxeno 630 mg Crema Blíster x30;Antimicotico;217;99.00;SI
10441;Salbutamol 16 mg/mL Gel Blíster x30;Antigripal;23;26.05;NO
10442;Fluconazol 418 mg Jarabe Frasco 100 mL;Antiinflamatorio;48;81.22;SI
10443;Complejo B 473 mg Gel Blíster x20;Vitaminas;94;79.29;SI
10444;Capsaicina 585 mg Cápsula Frasco 100 mL;Analgesico;232;82.42;NO
10445;Clotrimazol 761 mg Gotas Frasco 120 mL;Antigripal;107;16.06;NO
10446;Naproxeno 2 mg/mL Inyectable Tubo 30 g;Antihistaminico;184;94.95;SI
10447;Ambroxol 723 mg Ungüento Frasco 100 mL;Antiacido;31;45.30;NO
10448;Ambroxol 586 mg Champú Frasco 100 mL;Vitaminas;142;62.74;SI
10449;Omeprazol 45 mg Cápsula Frasco 60 mL;Antimicotico;29;23.36;SI
10450;Omeprazol 460 mg Cápsula Frasco 60 mL;Vitaminas;19;41.02;NO
10451;Amlodipino 176 mg Aerosol Tubo 30 g;Antiinflamatorio;82;48.50;NO
10452;Naproxeno 11 mg/mL Aerosol Frasco 120 mL;Broncodilatador;135;36.36;NO
10453;Hidrocortisona 93 mg Aerosol Blíster x10;Antibiotico;186;91.88;NO
10454;Amlodipino 596 mg Aerosol Tubo 60 g;Antihistaminico;225;97.39;SI
10455;Ibuprofeno 853 mg Champú Blíster x20;Vitaminas;131;17.74;NO
10456;Ketoconazol 203 mg Gel Frasco 100 mL;Broncodilatador;135;16.89;NO
10457;Atorvastatina 378 mg Crema Frasco 120 mL;Antihistaminico;24;86.75;NO
10458;Paracetamol 6 mg/mL Tableta Blíster x30;Antibiotico;54;12.24;SI
10459;Metformina 888 mg Solución Tubo 15 g;Antimicotico;180;44.27;NO
10460;Metformina 218 mg Suspensión Tubo 15 g;Antibiotico;92;82.09;SI
